BRIDGE | DEBUG | 11:00:04 | 96.38 | Mesh bounding box: Center: (0.734, -0.034, 2.735), Extents: (0.218, 0.029, 0.046)
BRIDGE | TRACE | 11:00:04 | 96.38 | MakeObject() : brbPreviousClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:04 | 96.38 | transmitObject(), Obj Name: brbPreviousClip, object guid: 9d24cecf-0dac-468b-a38c-49d67202dde4
BRIDGE | TRACE | 11:00:04 | 96.38 | Transmitting Object, message guid: 88f1558a-5713-4777-b3c1-6baf7c572183
BRIDGE | TRACE | 11:00:05 | 96.38 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 11:00:05 | 96.38 | Position: (0.442, -0.028, 2.797), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:05 | 96.38 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousClip
BRIDGE | TRACE | 11:00:05 | 96.38 | MakeObject() : brbNextClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:05 | 96.38 | transmitObject(), Obj Name: brbNextClip, object guid: e26c8b70-5701-47bc-9385-e6ca7aeacb0b
BRIDGE | TRACE | 11:00:05 | 96.38 | Transmitting Object, message guid: d1c1549c-574b-4dfa-b40a-93dc7d7f7b1b
BRIDGE | TRACE | 11:00:05 | 96.38 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:00:05 | 96.38 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:05 | 96.38 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:00:05 | 96.38 | MakeObject() : brbNextModule, type: , transmitted: False
BRIDGE | TRACE | 11:00:05 | 96.38 | transmitObject(), Obj Name: brbNextModule, object guid: d4765650-55a1-4f88-b189-5ec6dd5bf381
BRIDGE | TRACE | 11:00:05 | 96.38 | Transmitting Object, message guid: ac69b910-5a01-402b-92d8-08fdb42f570f
BRIDGE | TRACE | 11:00:05 | 96.38 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:00:05 | 96.38 | Position: (0.000, 0.000, 0.000), scale: (0.006, 0.006, 0.006), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:05 | 96.38 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
DEMOSEQUENCE | STATE_START | 11:00:35 | 126.71 | clip3
BRIDGE | TRACE | 11:00:36 | 126.71 | MakeObject() : Moon, type: , transmitted: False
BRIDGE | TRACE | 11:00:36 | 126.71 | transmitObject(), Obj Name: Moon, object guid: 428d0e4e-0758-4269-b967-cfaa33678c0c
BRIDGE | TRACE | 11:00:36 | 126.71 | Transmitting Object, message guid: a164391c-6040-40db-a24e-a7ad32a6ab44
BRIDGE | TRACE | 11:00:36 | 126.71 | modifyObject() : Moon
BRIDGE | DEBUG | 11:00:36 | 126.71 | Position: (0.941, -0.628, 3.714), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 281.885, 0.000)
BRIDGE | DEBUG | 11:00:36 | 126.71 | Could not find TextMeshPro component on object that was supposed to be updated: Moon
BRIDGE | DEBUG | 11:00:36 | 126.71 | Mesh bounding box: Center: (0.941, -0.628, 3.714), Extents: (0.148, 0.125, 0.148)
BRIDGE | TRACE | 11:00:36 | 126.71 | MakeObject() : moonLabelTop, type: , transmitted: False
BRIDGE | TRACE | 11:00:36 | 126.71 | transmitObject(), Obj Name: moonLabelTop, object guid: 430818a2-adb7-402b-9b32-57303cc5b7c4
BRIDGE | TRACE | 11:00:36 | 126.71 | Transmitting Object, message guid: f208ec99-9baf-49d6-b45a-03fcad77d214
BRIDGE | TRACE | 11:00:36 | 126.71 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 11:00:36 | 126.71 | Position: (0.941, -0.378, 3.714), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:00:36 | 126.71 | Modifying Text: 21 days after   New Moon
BRIDGE | DEBUG | 11:00:36 | 126.71 | Mesh bounding box: Center: (0.942, -0.378, 3.714), Extents: (0.141, 0.048, 0.030)
BRIDGE | TRACE | 11:00:36 | 126.71 | MakeObject() : moonLabelBottom, type: , transmitted: False
BRIDGE | TRACE | 11:00:36 | 126.71 | transmitObject(), Obj Name: moonLabelBottom, object guid: 180833a1-01eb-4669-bdf8-91112447b07a
BRIDGE | TRACE | 11:00:37 | 126.71 | Transmitting Object, message guid: 33357115-f7f4-4624-b277-3f435b3b79f0
BRIDGE | TRACE | 11:00:37 | 126.71 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 11:00:37 | 126.71 | Position: (0.941, -0.816, 3.714), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:00:37 | 126.71 | Modifying Text: Third Quarter
BRIDGE | DEBUG | 11:00:37 | 126.71 | Mesh bounding box: Center: (0.941, -0.819, 3.714), Extents: (0.110, 0.018, 0.023)
BRIDGE | TRACE | 11:00:37 | 126.71 | MakeObject() : taskLabel, type: , transmitted: False
BRIDGE | TRACE | 11:00:37 | 126.71 | transmitObject(), Obj Name: taskLabel, object guid: aee05cfe-d116-41ba-9a7a-f8784524b2fe
BRIDGE | TRACE | 11:00:37 | 126.71 | Transmitting Object, message guid: 685fd440-6ece-46aa-81f0-2ab3710cd3cf
BRIDGE | TRACE | 11:00:37 | 126.71 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:00:37 | 126.71 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:00:37 | 126.71 | Modifying Text: Third Quarter
BRIDGE | DEBUG | 11:00:37 | 126.71 | Mesh bounding box: Center: (0.735, -0.033, 2.735), Extents: (0.175, 0.028, 0.037)
BRIDGE | TRACE | 11:00:37 | 126.71 | MakeObject() : brbPreviousClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:37 | 126.71 | transmitObject(), Obj Name: brbPreviousClip, object guid: 9d24cecf-0dac-468b-a38c-49d67202dde4
BRIDGE | TRACE | 11:00:37 | 126.71 | Transmitting Object, message guid: 9d73c1d4-8d6e-4d27-9238-bc34a6696c98
BRIDGE | TRACE | 11:00:37 | 126.71 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 11:00:38 | 126.71 | Position: (0.442, -0.028, 2.797), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:38 | 126.71 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousClip
BRIDGE | TRACE | 11:00:38 | 126.71 | MakeObject() : brbNextClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:38 | 126.71 | transmitObject(), Obj Name: brbNextClip, object guid: e26c8b70-5701-47bc-9385-e6ca7aeacb0b
BRIDGE | TRACE | 11:00:38 | 126.71 | Transmitting Object, message guid: db6867c2-80db-43ce-9352-d50a7281a7bc
BRIDGE | TRACE | 11:00:38 | 126.71 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:00:38 | 126.71 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:38 | 126.71 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:00:38 | 126.71 | MakeObject() : brbNextModule, type: , transmitted: False
BRIDGE | TRACE | 11:00:38 | 126.71 | transmitObject(), Obj Name: brbNextModule, object guid: d4765650-55a1-4f88-b189-5ec6dd5bf381
BRIDGE | TRACE | 11:00:38 | 126.71 | Transmitting Object, message guid: e7aa7bf2-d170-43af-beeb-05898841ce31
BRIDGE | TRACE | 11:00:38 | 126.71 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:00:38 | 126.71 | Position: (0.000, 0.000, 0.000), scale: (0.006, 0.006, 0.006), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:38 | 126.71 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
DEMOSEQUENCE | STATE_START | 11:00:47 | 135.42 | clip4
BRIDGE | TRACE | 11:00:47 | 135.42 | MakeObject() : Moon, type: , transmitted: False
BRIDGE | TRACE | 11:00:47 | 135.42 | transmitObject(), Obj Name: Moon, object guid: 428d0e4e-0758-4269-b967-cfaa33678c0c
BRIDGE | TRACE | 11:00:47 | 135.42 | Transmitting Object, message guid: fcf88d97-c5c6-4e9f-b532-1b1854568dee
BRIDGE | TRACE | 11:00:47 | 135.42 | modifyObject() : Moon
BRIDGE | DEBUG | 11:00:47 | 135.42 | Position: (-0.563, -0.628, 3.432), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 236.885, 0.000)
BRIDGE | DEBUG | 11:00:47 | 135.42 | Could not find TextMeshPro component on object that was supposed to be updated: Moon
BRIDGE | DEBUG | 11:00:47 | 135.42 | Mesh bounding box: Center: (-0.563, -0.628, 3.432), Extents: (0.173, 0.125, 0.173)
BRIDGE | TRACE | 11:00:47 | 135.42 | MakeObject() : moonLabelTop, type: , transmitted: False
BRIDGE | TRACE | 11:00:47 | 135.42 | transmitObject(), Obj Name: moonLabelTop, object guid: 430818a2-adb7-402b-9b32-57303cc5b7c4
BRIDGE | TRACE | 11:00:47 | 135.42 | Transmitting Object, message guid: 66eae3e5-1f64-411b-b80f-28c32850346e
BRIDGE | TRACE | 11:00:47 | 135.42 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 11:00:48 | 135.42 | Position: (-0.563, -0.378, 3.432), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 326.885, 0.000)
BRIDGE | DEBUG | 11:00:48 | 135.42 | Modifying Text: 24.5 days after   New Moon
BRIDGE | DEBUG | 11:00:48 | 135.42 | Mesh bounding box: Center: (-0.563, -0.378, 3.432), Extents: (0.138, 0.048, 0.090)
BRIDGE | TRACE | 11:00:48 | 135.42 | MakeObject() : moonLabelBottom, type: , transmitted: False
BRIDGE | TRACE | 11:00:48 | 135.42 | transmitObject(), Obj Name: moonLabelBottom, object guid: 180833a1-01eb-4669-bdf8-91112447b07a
BRIDGE | TRACE | 11:00:48 | 135.42 | Transmitting Object, message guid: e7c1b0c9-7564-4366-bc98-aaed1326f27d
BRIDGE | TRACE | 11:00:48 | 135.42 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 11:00:48 | 135.42 | Position: (-0.563, -0.816, 3.432), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 326.885, 0.000)
BRIDGE | DEBUG | 11:00:48 | 135.42 | Modifying Text: Waning Crescent
BRIDGE | DEBUG | 11:00:48 | 135.42 | Mesh bounding box: Center: (-0.563, -0.819, 3.432), Extents: (0.121, 0.018, 0.079)
BRIDGE | TRACE | 11:00:48 | 135.42 | MakeObject() : taskLabel, type: , transmitted: False
BRIDGE | TRACE | 11:00:48 | 135.42 | transmitObject(), Obj Name: taskLabel, object guid: aee05cfe-d116-41ba-9a7a-f8784524b2fe
BRIDGE | TRACE | 11:00:48 | 135.42 | Transmitting Object, message guid: af39019e-b657-4e9d-b007-eab0f1721cce
BRIDGE | TRACE | 11:00:48 | 135.42 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:00:48 | 135.42 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:00:48 | 135.42 | Modifying Text: Waning Crescent
BRIDGE | DEBUG | 11:00:49 | 135.42 | Mesh bounding box: Center: (0.735, -0.034, 2.735), Extents: (0.227, 0.029, 0.048)
BRIDGE | TRACE | 11:00:49 | 135.42 | MakeObject() : brbPreviousClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:49 | 135.42 | transmitObject(), Obj Name: brbPreviousClip, object guid: 9d24cecf-0dac-468b-a38c-49d67202dde4
BRIDGE | TRACE | 11:00:49 | 135.42 | Transmitting Object, message guid: da1eda4b-41bd-4dec-9261-4279db4bca63
BRIDGE | TRACE | 11:00:49 | 135.42 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 11:00:49 | 135.42 | Position: (0.442, -0.028, 2.797), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:49 | 135.42 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousClip
BRIDGE | TRACE | 11:00:49 | 135.42 | MakeObject() : brbNextClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:49 | 135.42 | transmitObject(), Obj Name: brbNextClip, object guid: e26c8b70-5701-47bc-9385-e6ca7aeacb0b
BRIDGE | TRACE | 11:00:49 | 135.42 | Transmitting Object, message guid: 9d33bb63-6c16-40c5-837e-a120159dc011
BRIDGE | TRACE | 11:00:49 | 135.42 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:00:49 | 135.42 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:49 | 135.42 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:00:49 | 135.42 | MakeObject() : brbNextModule, type: , transmitted: False
BRIDGE | TRACE | 11:00:49 | 135.42 | transmitObject(), Obj Name: brbNextModule, object guid: d4765650-55a1-4f88-b189-5ec6dd5bf381
BRIDGE | TRACE | 11:00:49 | 135.42 | Transmitting Object, message guid: 62873efc-2bab-4bdf-874a-37036a6bf7e2
BRIDGE | TRACE | 11:00:50 | 135.42 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:00:50 | 135.42 | Position: (0.000, 0.000, 0.000), scale: (0.006, 0.006, 0.006), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:50 | 135.42 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
DEMOSEQUENCE | STATE_START | 11:00:52 | 138.51 | clip5
BRIDGE | TRACE | 11:00:53 | 138.51 | MakeObject() : Moon, type: , transmitted: False
BRIDGE | TRACE | 11:00:53 | 138.51 | transmitObject(), Obj Name: Moon, object guid: 428d0e4e-0758-4269-b967-cfaa33678c0c
BRIDGE | TRACE | 11:00:53 | 138.51 | Transmitting Object, message guid: 8990d232-8876-4b86-b86f-f957423140b7
BRIDGE | TRACE | 11:00:53 | 138.51 | modifyObject() : Moon
BRIDGE | DEBUG | 11:00:53 | 138.51 | Position: (-1.428, -0.628, 2.169), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:53 | 138.51 | Could not find TextMeshPro component on object that was supposed to be updated: Moon
BRIDGE | DEBUG | 11:00:53 | 138.51 | Mesh bounding box: Center: (-1.428, -0.628, 2.169), Extents: (0.148, 0.125, 0.148)
BRIDGE | TRACE | 11:00:53 | 138.51 | MakeObject() : moonLabelTop, type: , transmitted: False
BRIDGE | TRACE | 11:00:53 | 138.51 | transmitObject(), Obj Name: moonLabelTop, object guid: 430818a2-adb7-402b-9b32-57303cc5b7c4
BRIDGE | TRACE | 11:00:53 | 138.51 | Transmitting Object, message guid: ec292904-09e9-4ab4-8703-20c29a234b8b
BRIDGE | TRACE | 11:00:53 | 138.51 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 11:00:53 | 138.51 | Position: (-1.428, -0.378, 2.169), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 281.885, 0.000)
BRIDGE | DEBUG | 11:00:53 | 138.51 | Modifying Text: New Moon
BRIDGE | DEBUG | 11:00:53 | 138.51 | Mesh bounding box: Center: (-1.428, -0.379, 2.169), Extents: (0.024, 0.018, 0.114)
BRIDGE | TRACE | 11:00:53 | 138.51 | MakeObject() : moonLabelBottom, type: , transmitted: False
BRIDGE | TRACE | 11:00:53 | 138.51 | transmitObject(), Obj Name: moonLabelBottom, object guid: 180833a1-01eb-4669-bdf8-91112447b07a
BRIDGE | TRACE | 11:00:54 | 138.51 | Transmitting Object, message guid: 67971dde-e33d-48f2-af09-cb20dad0383b
BRIDGE | TRACE | 11:00:54 | 138.51 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 11:00:54 | 138.51 | Position: (-1.428, -0.816, 2.169), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 281.885, 0.000)
BRIDGE | DEBUG | 11:00:54 | 138.51 | Modifying Text: New Moon
BRIDGE | DEBUG | 11:00:54 | 138.51 | Mesh bounding box: Center: (-1.428, -0.816, 2.169), Extents: (0.018, 0.014, 0.085)
BRIDGE | TRACE | 11:00:54 | 138.51 | MakeObject() : taskLabel, type: , transmitted: False
BRIDGE | TRACE | 11:00:54 | 138.51 | transmitObject(), Obj Name: taskLabel, object guid: aee05cfe-d116-41ba-9a7a-f8784524b2fe
BRIDGE | TRACE | 11:00:54 | 138.51 | Transmitting Object, message guid: 2c8cd668-b47f-4bde-a016-cbc36036a592
BRIDGE | TRACE | 11:00:54 | 138.51 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:00:54 | 138.51 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:00:54 | 138.51 | Modifying Text: New Moon
BRIDGE | DEBUG | 11:00:54 | 138.51 | Mesh bounding box: Center: (0.736, -0.029, 2.735), Extents: (0.137, 0.022, 0.029)
BRIDGE | TRACE | 11:00:54 | 138.51 | MakeObject() : brbPreviousClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:54 | 138.51 | transmitObject(), Obj Name: brbPreviousClip, object guid: 9d24cecf-0dac-468b-a38c-49d67202dde4
BRIDGE | TRACE | 11:00:54 | 138.51 | Transmitting Object, message guid: 4e2a3003-b076-4759-83c4-a877b81cad05
BRIDGE | TRACE | 11:00:54 | 138.51 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 11:00:55 | 138.51 | Position: (0.442, -0.028, 2.797), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:55 | 138.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousClip
BRIDGE | TRACE | 11:00:55 | 138.51 | MakeObject() : brbNextClip, type: , transmitted: False
BRIDGE | TRACE | 11:00:55 | 138.51 | transmitObject(), Obj Name: brbNextClip, object guid: e26c8b70-5701-47bc-9385-e6ca7aeacb0b
BRIDGE | TRACE | 11:00:55 | 138.51 | Transmitting Object, message guid: 639129f7-0e90-49d2-b5e9-1bbca80e428e
BRIDGE | TRACE | 11:00:55 | 138.51 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:00:55 | 138.51 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:55 | 138.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:00:55 | 138.51 | MakeObject() : brbNextModule, type: , transmitted: False
BRIDGE | TRACE | 11:00:55 | 138.51 | transmitObject(), Obj Name: brbNextModule, object guid: d4765650-55a1-4f88-b189-5ec6dd5bf381
BRIDGE | TRACE | 11:00:55 | 138.51 | Transmitting Object, message guid: 29f42c1e-ab59-4a90-9a83-2eb8b8372492
BRIDGE | TRACE | 11:00:55 | 138.51 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:00:55 | 138.51 | Position: (0.000, 0.000, 0.000), scale: (0.006, 0.006, 0.006), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:00:55 | 138.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
LABMANAGER | TRACE | 11:01:16 | 159.78 | ModuleComplete()
LABMANAGER | STATE_START | 11:01:17 | 160.79 | Module 2
LIGHTINGCONTROL | TRACE | 11:01:17 | 160.79 | saveLights()
LIGHTINGCONTROL | TRACE | 11:01:17 | 160.79 | sunlight()
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : Sun, type: Prefabs/SunPrefab, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: Sun, object guid: 89e403ac-175f-49f3-b992-9297e12e30f1
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: 17bfcff0-6b09-486b-b59d-3077f456b190
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : Sun
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object Sun parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : Sun
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (-37.944, -0.628, 8.321), scale: (5.000, 5.000, 5.000), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Could not find TextMeshPro component on object that was supposed to be updated: Sun
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (-37.944, -0.628, 8.321), Extents: (2.961, 2.500, 2.961)
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : Earth, type: Prefabs/clickableSphere, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: Earth, object guid: ee23e548-4ce5-4210-a161-63d19f5238ef
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: bfae8b8b-7c16-4420-970e-5405aba3676c
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : Earth
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object Earth parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : Earth
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (0.529, -0.628, 1.757), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Could not find TextMeshPro component on object that was supposed to be updated: Earth
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (0.529, -0.628, 1.757), Extents: (0.296, 0.250, 0.296)
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : Moon, type: Prefabs/clickableSphere, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: Moon, object guid: de796c85-0a86-4434-9bcc-27e0a58f5327
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: 71ab45fa-9c04-455c-b472-495bbd71b686
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : Moon
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object Moon parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : Moon
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (2.486, -0.628, 1.345), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Could not find TextMeshPro component on object that was supposed to be updated: Moon
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (2.486, -0.628, 1.345), Extents: (0.148, 0.125, 0.148)
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : moonLabelTop, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: moonLabelTop, object guid: 10d2247b-b7dc-48f2-a84b-96bcb5fc15c6
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: 3c039461-a1ac-442f-89ac-31df8fedd394
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : moonLabelTop
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object moonLabelTop parent to Moon
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (2.486, -0.378, 1.345), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 101.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (2.486, -0.378, 1.343), Extents: (0.030, 0.048, 0.140)
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : moonLabelBottom, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: moonLabelBottom, object guid: 147d1800-c2a9-4200-8988-b153f72b9289
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: c61d7f6c-d7ba-447c-82c6-078492027ba8
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : moonLabelBottom
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object moonLabelBottom parent to Moon
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (2.486, -0.816, 1.345), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 101.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Modifying Text: Full Moon
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (2.486, -0.815, 1.344), Extents: (0.017, 0.014, 0.079)
BRIDGE | TRACE | 11:01:18 | 160.79 | MakeObject() : taskLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:01:18 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:18 | 160.79 | transmitObject(), Obj Name: taskLabel, object guid: 34f192dd-5114-4718-adfc-25ccfb9b2df6
BRIDGE | TRACE | 11:01:18 | 160.79 | Transmitting Object, message guid: c31bf3cb-2068-4989-b238-b48d275f80d6
BRIDGE | TRACE | 11:01:18 | 160.79 | initializeObject() : taskLabel
BRIDGE | DEBUG | 11:01:18 | 160.79 | Setting object taskLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:01:18 | 160.79 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:01:18 | 160.79 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:01:18 | 160.79 | Modifying Text: Introduction
BRIDGE | DEBUG | 11:01:18 | 160.79 | Mesh bounding box: Center: (0.736, -0.028, 2.735), Extents: (0.151, 0.023, 0.032)
BRIDGE | TRACE | 11:01:19 | 160.79 | MakeObject() : sectionLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:01:19 | 160.79 | instantiateObject()
BRIDGE | TRACE | 11:01:19 | 160.79 | transmitObject(), Obj Name: sectionLabel, object guid: 48068b9d-cfa9-408a-adaf-c0e24d06515e
BRIDGE | TRACE | 11:01:19 | 160.79 | Transmitting Object, message guid: e24d793a-65f0-433b-a04a-2fc6b241e5dc
BRIDGE | TRACE | 11:01:19 | 160.79 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 11:01:19 | 160.79 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:01:19 | 160.79 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 11:01:19 | 160.79 | Position: (0.735, 0.122, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
